keyword,title,price,likes,views,brand,country,url,status,offers,published_at,age_hours,score,verdict
Crocs femme,Crocs Cleo 9 39/40 schwarz Badeschuhe neu,18.0,7,0,Crocs,,https://www.vinted.fr/items/8873132099,active,0,2026-05-10 14:16:37 CEST,3.0,6,📈 Growing
Crocs femme,Crocs plateforme,35.0,32,0,Crocs,,https://www.vinted.fr/items/8845726089,active,3,2026-05-07 17:16:38 CEST,72.0,7,📈 Growing
Crocs femme,Crocs femme,30.0,39,0,Crocs,,https://www.vinted.fr/items/8851064012,active,6,2026-05-08 17:16:44 CEST,48.0,13,🔥🔥 Strong Demand
Crocs femme,Crocs UK9,15.0,26,0,Crocs,,https://www.vinted.fr/items/8766776744,active,0,2026-05-09 17:16:50 CEST,24.0,3,➖ Moderate
Crocs femme,Sandalias Crocs,19.0,21,0,Crocs,,https://www.vinted.fr/items/8870581860,active,6,2026-05-10 10:16:53 CEST,7.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs,18.0,32,0,Crocs,,https://www.vinted.fr/items/8857299290,active,9,2026-05-08 17:16:56 CEST,48.0,13,🔥🔥 Strong Demand
Crocs femme,Crocs CARS taille 38/39 -> M6/W8,40.0,33,0,Crocs,,https://www.vinted.fr/items/8859696807,active,6,2026-05-09 17:17:01 CEST,24.0,15,🔥🔥 Strong Demand
Crocs femme,Crocs,30.0,14,0,Crocs,,https://www.vinted.fr/items/8863261764,active,4,2026-05-09 17:17:06 CEST,24.0,9,🔥 Trending
Crocs femme,Crocs plate-forme,40.0,2,0,Crocs,,https://www.vinted.fr/items/8874082704,active,0,2026-05-10 15:17:07 CEST,2.0,2,➖ Moderate
Crocs femme,Crocs (fausse) taille haute,8.0,11,0,Crocs,,https://www.vinted.fr/items/8757320720,active,0,2026-05-09 17:17:16 CEST,24.0,1,⚠️ Low
Crocs femme,Crocs,25.0,54,0,Crocs,,https://www.vinted.fr/items/8854498057,active,9,2026-05-08 17:17:18 CEST,48.0,14,🔥🔥 Strong Demand
Crocs femme,Chinelos Crocs originais,13.0,37,0,Crocs,,https://www.vinted.fr/items/8872251121,active,5,2026-05-10 13:17:21 CEST,4.0,20,🔥🔥🔥 Very Strong Demand
